Country,Year,Risk Points for Inflation,Risk Points for GDP per Head,Risk Points for GDP Growth,Risk Points for Budget Balance,Risk Points for Current Account as % of GDP,Aggregate Economic Risk
Slovenia,2002,8,2.5,8.5,7,11,37
Slovenia,2003,8.5,3.5,8,6.5,11.5,38
Slovenia,2004,8.79,3.79,8.29,6.79,11.5,39.16
Slovenia,2005,9,3.92,8.5,7,11.5,39.92
Slovenia,2006,9,3.5,8.5,7,11.5,39.5
Slovenia,2007,9.46,3.5,8.96,7,10.58,39.5
Slovenia,2008,9,3.5,8.5,7,10.5,38.5
Slovenia,2009,9.25,3.46,6.63,6.5,10.5,36.34
Slovenia,2010,10,3.54,1.46,4.96,10.58,30.54
Slovenia,2011,9.88,3.88,6.75,5.38,11.38,37.27
Slovenia,2012,9.5,3.5,5.5,4.92,11.33,34.75
Slovenia,2013,9.5,3.5,2.83,4.33,12.79,32.95
Somalia,1984,NA,NA,NA,NA,NA,0
Somalia,1985,1.92,1.74,3.47,3.47,5.21,15.81
Somalia,1986,3,1.25,2.5,2.5,3.75,13
Somalia,1987,3.5,1.25,2.5,2.5,3.75,13.5
Somalia,1988,3.33,1.25,2.5,2.5,3.75,13.33
Somalia,1989,3,1.32,2.64,2.64,3.96,13.56
Somalia,1990,1.04,1.15,2.29,2.29,3.44,10.21
Somalia,1991,0.5,0.83,1.67,1.67,2.5,7.17
Somalia,1992,0,0.69,1.39,1.39,2.08,5.55
Somalia,1993,0,0.42,0.83,0.83,1.25,3.33
Somalia,1994,0,0.42,0.83,0.83,1.25,3.33
Somalia,1995,0,0.42,0.83,0.83,1.25,3.33
Somalia,1996,0.5,0.42,0.83,0.83,1.25,3.83
Somalia,1997,3,0.35,2.36,0.69,4.71,11.11
Somalia,1998,3,0,5.04,0,11,19.04
Somalia,1999,3.75,0,5.5,4.67,11,24.92
Somalia,2000,4,0,5.5,8,11,28.5
Somalia,2001,4,0,5.5,8,11,28.5
Somalia,2002,4,0,5.5,8,11,28.5
Somalia,2003,4,0,5.5,8,11,28.5
Somalia,2004,4,0,5.5,8,11,28.5
Somalia,2005,1.67,0,2.29,3.33,4.58,11.87
Somalia,2006,0,0,0,0,0,0
Somalia,2007,2.92,0,3.33,4.17,7.92,18.34
Somalia,2008,3.5,0,4,5,9.5,22
Somalia,2009,3.5,0,3,4.83,9.33,20.66
Somalia,2010,3.5,0,1.08,4.5,9,18.08
Somalia,2011,4,0,7.83,5.67,9.5,27
Somalia,2012,4,0,7.5,5,10.5,27
Somalia,2013,3.71,0,7.79,5.29,10.5,27.29
South Africa,1984,6.5,3.06,6.11,6.11,9.17,30.95
South Africa,1985,6.5,2.43,4.86,4.86,7.29,25.94
South Africa,1986,5,1.84,3.68,3.68,5.52,19.72
South Africa,1987,5,2.12,4.24,4.24,6.36,21.96
South Africa,1988,6.08,2.78,5.56,5.56,8.34,28.32
South Africa,1989,6,2.92,5.83,5.83,8.75,29.33
South Africa,1990,5.5,2.92,5.83,5.83,8.75,28.83
South Africa,1991,6,2.92,5.83,5.83,8.75,29.33
South Africa,1992,6.04,2.71,5.42,5.42,8.13,27.72
South Africa,1993,6.5,2.5,5,5,7.5,26.5
South Africa,1994,7.33,2.5,5,5,7.5,27.33
South Africa,1995,6.79,2.6,5.21,5.21,7.81,27.62
South Africa,1996,7.58,2.92,5.83,5.83,8.75,30.91
South Africa,1997,7.5,2.67,6.89,5.76,9.81,32.63
South Africa,1998,8.21,1.79,7,5.17,11.33,33.5
South Africa,1999,7.63,1.3,6.63,5.96,11,32.52
South Africa,2000,8.88,2,8.5,6,11,36.38
South Africa,2001,8.29,2,8.42,7.5,10.96,37.17
South Africa,2002,8.04,1.67,7.54,7.5,11.58,36.33
South Africa,2003,8.04,1.5,8.08,6.96,11.33,35.91
South Africa,2004,9.04,1.92,7.67,6.58,10.83,36.04
South Africa,2005,8.92,1.92,8.71,6.5,10.25,36.3
South Africa,2006,8.58,3.25,9,6.79,10.08,37.7
South Africa,2007,8.46,3.5,9,7.33,9.75,38.04
South Africa,2008,7.92,3,8.96,8.46,9.46,37.8
South Africa,2009,7.63,3,4.96,6.58,9.63,31.8
South Africa,2010,8.21,2,7.79,4.5,10,32.5
South Africa,2011,8.5,2,8.42,5.04,10,33.96
South Africa,2012,8.5,2.38,7.67,5,10.29,33.84
South Africa,2013,8.5,2.33,7.58,5.42,9.83,33.66
South Korea,1984,9,4.06,8.13,8.13,12.19,41.51
South Korea,1985,9.04,3.44,6.88,6.88,10.31,36.55
South Korea,1986,9.5,3.33,6.67,6.67,10,36.17
South Korea,1987,9.88,3.33,6.67,6.67,10,36.55
South Korea,1988,8.5,3.33,6.67,6.67,10,35.17
South Korea,1989,8.25,3.58,7.15,7.15,10.73,36.86
South Korea,1990,7.96,3.09,6.18,6.18,9.27,32.68
South Korea,1991,7,3.23,6.46,6.46,9.69,32.84
South Korea,1992,7.5,2.92,5.83,5.83,8.75,30.83
South Korea,1993,8,2.92,5.83,5.83,8.75,31.33
South Korea,1994,8.17,2.5,5,5,7.5,28.17
South Korea,1995,8.29,2.78,5.56,5.56,8.34,30.53
South Korea,1996,8.46,2.78,5.63,5.63,8.44,30.94
South Korea,1997,8.67,3.13,6.85,6.35,8.86,33.86
South Korea,1998,7.88,3.88,4.04,7.17,10.42,33.39
South Korea,1999,9.33,2.55,5.88,7.25,14,39.01
South Korea,2000,9.96,3.5,10,7,12.5,42.96
South Korea,2001,9.29,3.58,8.88,8.29,12.67,42.71
South Korea,2002,9.5,3.71,8.96,8.5,12.5,43.17
South Korea,2003,8.88,3.5,8.79,8.5,12.08,41.75
South Korea,2004,9,3.67,8.83,8.63,13.04,43.17
South Korea,2005,9.17,3.63,8.58,8.46,12.96,42.8
South Korea,2006,9.08,3.92,9.17,8.25,12.25,42.67
South Korea,2007,9.5,4,9.08,8,12,42.58
South Korea,2008,9.33,4.25,9,8,12,42.58
South Korea,2009,10,4.08,3.04,6.17,12.33,35.62
South Korea,2010,9.21,3.75,8.63,6.21,12.96,40.76
South Korea,2011,8.67,3.5,9,7.13,12.63,40.93
South Korea,2012,9.08,3.5,7.92,8.79,12.58,41.87
South Korea,2013,9.5,3.5,8.04,8.42,13.04,42.5
Spain,1984,6.38,3.75,7.5,7.5,11.25,36.38
Spain,1985,7.42,3.82,7.64,7.64,11.46,37.98
Spain,1986,6.46,4.06,8.13,8.13,12.19,38.97
Spain,1987,7.96,4.17,8.34,8.34,12.5,41.31
Spain,1988,8.5,4.17,8.34,8.34,12.5,41.85
Spain,1989,8.25,3.4,6.81,6.81,10.21,35.48
Spain,1990,8,3.09,6.18,6.18,9.27,32.72
Spain,1991,8,2.5,5,5,7.5,28
Spain,1992,8,2.5,5,5,7.5,28
Spain,1993,8.5,2.15,4.31,4.31,6.46,25.73
Spain,1994,8.5,2.08,4.17,4.17,6.25,25.17
Spain,1995,8.5,2.5,5,5,7.5,28.5
Spain,1996,8.71,2.74,5.49,5.49,8.23,30.66
Spain,1997,9.63,3.45,7.07,6.24,10.36,36.75
Spain,1998,9.63,4.04,8.5,6.25,12,40.42
Spain,1999,9.67,3.69,8.5,6.75,11.08,39.69
Spain,2000,9.33,4.5,8.75,7.29,10.5,40.37
Spain,2001,9.08,4.5,8.42,7.5,10.5,40
Spain,2002,9.5,4.5,7.5,7.5,10.5,39.5
Spain,2003,9.25,4.5,7.38,7.75,10.5,39.38
Spain,2004,9.33,4.5,7.79,7.25,10.5,39.37
Spain,2005,9.33,4.75,7.88,7.29,10.21,39.46
Spain,2006,9.38,4.58,8,7.5,10,39.46
Spain,2007,9.5,4.5,8,8.08,9.42,39.5
Spain,2008,9,4.5,7.5,8,8.5,37.5
Spain,2009,9.83,4.25,5,6.5,8.5,34.08
Spain,2010,10,4.25,4.75,2.25,10,31.25
Spain,2011,9.5,4.5,5.5,4.25,10.25,34
Spain,2012,9.71,4.46,3.04,4.71,10.29,32.21
Spain,2013,9.92,4,3.5,4.25,11.83,33.5
Sri Lanka,1984,4.42,2.88,5.77,5.77,8.65,27.49
Sri Lanka,1985,4.96,2.5,5,5,7.5,24.96
Sri Lanka,1986,8.5,2.64,5.28,5.28,7.92,29.62
Sri Lanka,1987,8.33,2.43,4.86,4.86,7.29,27.77
Sri Lanka,1988,7,1.98,3.96,3.96,5.94,22.84
Sri Lanka,1989,6.08,1.49,2.99,2.99,4.48,18.03
Sri Lanka,1990,6.63,1.49,2.99,2.99,4.48,18.58
Sri Lanka,1991,5.58,2.08,4.17,4.17,6.25,22.25
Sri Lanka,1992,6.33,2.5,5,5,7.5,26.33
Sri Lanka,1993,7,2.5,5,5,7.5,27
Sri Lanka,1994,6.71,2.5,5,5,7.5,26.71
Sri Lanka,1995,7.21,2.78,5.56,5.56,8.34,29.45
Sri Lanka,1996,6.33,2.81,5.63,5.63,8.44,28.84
Sri Lanka,1997,6.71,1.84,6.51,4.68,8.69,28.43
Sri Lanka,1998,7.33,0.04,9.42,3.46,10.42,30.67
Sri Lanka,1999,8.38,0.41,9.29,4.96,10.5,33.54
Sri Lanka,2000,9.5,0.5,8.5,3.5,10,32
Sri Lanka,2001,7.83,0.5,8.67,3.5,10,30.5
Sri Lanka,2002,7.5,0.5,8.08,3.5,10,29.58
Sri Lanka,2003,7.63,0.5,9.33,2.96,10.42,30.84
Sri Lanka,2004,7.67,0.5,9.42,3.42,10.67,31.68
Sri Lanka,2005,7.42,0.5,8.46,3.33,10.88,30.59
Sri Lanka,2006,7.42,1.33,9.67,3.75,10.33,32.5
Sri Lanka,2007,6.58,1.5,7.5,4.25,10.75,30.58
Sri Lanka,2008,5.38,1.5,9.58,5.33,12.04,33.83
Sri Lanka,2009,6.67,1.5,8.42,5.04,9.46,31.09
Sri Lanka,2010,7.67,1,9.46,3.42,10.04,31.59
Sri Lanka,2011,8.29,0.5,10,3.71,10,32.5
Sri Lanka,2012,8.21,0.71,10,3.79,9.83,32.54
Sri Lanka,2013,8,0.5,10,4.5,10.13,33.13
Sudan,1984,3.5,2.12,4.24,4.24,6.36,20.46
Sudan,1985,3.5,1.63,3.26,3.26,4.9,16.55
Sudan,1986,3.5,1.67,3.33,3.33,5,16.83
Sudan,1987,3.04,1.74,3.47,3.47,5.21,16.93
Sudan,1988,1.33,1.63,3.26,3.26,4.9,14.38
Sudan,1989,0.38,0.83,1.67,1.67,2.5,7.05
Sudan,1990,2.33,0.73,1.46,1.46,2.19,8.17
Sudan,1991,1.42,0.42,0.83,0.83,1.25,4.75
Sudan,1992,0,0.59,1.18,1.18,1.77,4.72
Sudan,1993,1.17,0.83,1.67,1.67,2.5,7.84
Sudan,1994,0.21,1.01,2.01,2.01,3.02,8.26
Sudan,1995,1.38,1.32,2.64,2.64,3.96,11.94
Sudan,1996,1.33,1.67,3.33,3.33,5,14.66
Sudan,1997,1,1.25,5.32,3.08,6.83,17.48
Sudan,1998,3.17,0,9.46,4.25,8.88,25.76
Sudan,1999,6.29,0.45,10,5,9.83,31.57
Sudan,2000,6,0,10,7,10.5,33.5
Sudan,2001,6.13,0,9.75,7,11,33.88
Sudan,2002,7.5,0,9.08,7,10.42,34
Sudan,2003,7.5,0,9.75,6.63,10.21,34.09
Sudan,2004,7.5,0,10,7.83,9.38,34.71
Sudan,2005,7.83,0,10,7.17,10.33,35.33
Sudan,2006,7.13,0.42,10,7.96,10.75,36.26
Sudan,2007,7.79,0.5,10,7.5,10,35.79
Sudan,2008,6.63,0,9.92,6.38,10.08,33.01
Sudan,2009,6.75,0.38,7.63,5.13,10.13,30.02
Sudan,2010,7.04,0.25,8.5,5.5,9.33,30.62
Sudan,2011,6.08,0.21,7.67,5.83,9.67,29.46
Sudan,2012,4.63,0.42,2.08,5.96,10.13,23.22
Sudan,2013,3.92,0,1.42,7,9.33,21.67
Suriname,1984,NA,NA,NA,NA,NA,0
Suriname,1985,NA,NA,NA,NA,NA,0
Suriname,1986,7.88,1.67,3.33,3.33,5,21.21
Suriname,1987,6.13,1.42,2.85,2.85,4.27,17.52
Suriname,1988,4.67,1.28,2.57,2.57,3.85,14.94
Suriname,1989,4,1.67,3.33,3.33,5,17.33
Suriname,1990,4,1.81,3.61,3.61,5.42,18.45
Suriname,1991,3.33,2.08,4.17,4.17,6.25,20
Suriname,1992,2.5,1.88,3.75,3.75,5.63,17.51
Suriname,1993,2,1.67,3.33,3.33,5,15.33
Suriname,1994,1.67,1.84,3.68,3.68,5.52,16.39
Suriname,1995,0,2.08,4.17,4.17,6.25,16.67
Suriname,1996,3.71,2.08,4.17,4.17,6.25,20.38
Suriname,1997,9.63,2.76,5.35,4.01,8.11,29.86
Suriname,1998,5.38,2,7.5,0,11.5,26.38
Suriname,1999,5,1.83,7.5,4.17,11.17,29.67
Suriname,2000,5,1,7.5,5.5,11.5,30.5
Suriname,2001,3.67,1.63,7.46,6.08,8.96,27.8
Suriname,2002,4.96,1,7.5,6.5,12.54,32.5
Suriname,2003,5.83,1,7.13,5.58,8.75,28.29
Suriname,2004,5.67,1.13,8.67,5.75,9.29,30.51
Suriname,2005,7,1,9.17,6.5,9,32.67
Suriname,2006,7.29,1,9,7,8.92,33.21
Suriname,2007,8.21,1,9.25,7.67,8.96,35.09
Suriname,2008,7.79,1,9.29,7.5,10.42,36
Suriname,2009,6.88,1.13,8.63,7.13,10.88,34.65
Suriname,2010,7.88,1.75,7.25,6,12.75,35.63
Suriname,2011,7.21,2.08,8.67,5.58,12.25,35.79
Suriname,2012,5.92,2.5,9.42,4.25,14,36.09
Suriname,2013,8.25,2.5,9,7.67,11.33,38.75
Sweden,1984,8,3.75,7.5,7.5,11.25,38
Sweden,1985,8.21,3.51,7.02,7.02,10.52,36.28
Sweden,1986,8.5,3.09,6.18,6.18,9.27,33.22
Sweden,1987,8.5,3.54,7.08,7.08,10.63,36.83
Sweden,1988,8.04,3.75,7.5,7.5,11.25,38.04
Sweden,1989,8,3.75,7.5,7.5,11.25,38
Sweden,1990,7.25,3.02,6.04,6.04,9.06,31.41
Sweden,1991,7,2.29,4.58,4.58,6.88,25.33
Sweden,1992,8.5,2.22,4.45,4.45,6.67,26.29
Sweden,1993,8.5,2.08,4.17,4.17,6.25,25.17
Sweden,1994,8.5,2.08,4.17,4.17,6.25,25.17
Sweden,1995,8.54,2.36,4.72,4.72,7.08,27.42
Sweden,1996,9.5,3.06,6.25,6.25,9.38,34.44
Sweden,1997,10,3.75,6.67,6.33,10.58,37.33
Sweden,1998,10,5,7.96,7.38,13,43.34
Sweden,1999,10,4.55,8,8.38,12.54,43.47
Sweden,2000,10,5,8.79,9.13,12.75,45.67
Sweden,2001,9.83,5,7.88,9.13,13,44.84
Sweden,2002,9.5,5,7,6.5,13,41
Sweden,2003,9.5,5,7.04,8.5,13,43.04
Sweden,2004,10,5,8.13,7.5,13.25,43.88
Sweden,2005,10,5,8.25,6.75,14,44
Sweden,2006,9.83,5,8.33,8.33,14,45.49
Sweden,2007,9.92,5,8.67,9.17,14,46.76
Sweden,2008,9.75,5,7.46,9,14,45.21
Sweden,2009,9.42,5,4,7.54,13.79,39.75
Sweden,2010,10,5,3.63,5.92,13.5,38.05
Sweden,2011,9.25,5,8.08,7.67,13.79,43.79
Sweden,2012,9.75,5,6.46,7.83,13.79,42.83
Sweden,2013,10,5,6.75,7.38,14.25,43.38
Switzerland,1984,9,4.58,9.17,9.17,13.75,45.67
Switzerland,1985,8.83,4.24,8.47,8.47,12.71,42.72
Switzerland,1986,9.25,4.17,8.34,8.34,12.5,42.6
Switzerland,1987,9.54,3.96,7.92,7.92,11.88,41.22
Switzerland,1988,9.5,3.99,7.99,7.99,11.98,41.45
Switzerland,1989,8.58,4.17,8.34,8.34,12.5,41.93
Switzerland,1990,8.5,4.17,8.34,8.34,12.5,41.85
Switzerland,1991,8.5,4.2,8.4,8.4,12.61,42.11
Switzerland,1992,8.5,3.47,6.95,6.95,10.42,36.29
Switzerland,1993,8.75,2.92,5.83,5.83,8.75,32.08
Switzerland,1994,9.5,2.92,5.83,5.83,8.75,32.83
Switzerland,1995,9.21,2.92,5.83,5.83,8.75,32.54
Switzerland,1996,9.83,2.67,5.35,5.35,8.02,31.22
Switzerland,1997,10,3.09,4.89,5.18,8.94,32.1
Switzerland,1998,10,5,7.13,7,14.21,43.34
Switzerland,1999,10,5.08,6.79,7.33,14,43.2
Switzerland,2000,10,5,7.92,7.71,14.63,45.26
Switzerland,2001,9.96,5,7.38,7.79,15,45.13
Switzerland,2002,10,5,6.33,8,15,44.33
Switzerland,2003,10,5,5.75,8,15,43.75
Switzerland,2004,10,5,6.92,8,15,44.92
Switzerland,2005,10,5,6.79,7.29,14.75,43.83
Switzerland,2006,10,5,7.58,7.71,15,45.29
Switzerland,2007,10,5,7.75,8.29,15,46.04
Switzerland,2008,9.92,5,7.25,8,14.92,45.09
Switzerland,2009,9.83,5,3.92,7.08,14.25,40.08
Switzerland,2010,10,5,5.67,8,14.5,43.17
Switzerland,2011,10,5,6.88,7.67,14.67,44.22
Switzerland,2012,10,5,5.75,7.75,14.88,43.38
Switzerland,2013,10,5,6.5,8,14.71,44.21
Syria,1984,5,1.84,3.68,3.68,5.52,19.72
Syria,1985,5,2.08,4.17,4.17,6.25,21.67
Syria,1986,5,2.19,4.45,4.45,6.67,22.76
Syria,1987,3.58,1.77,3.54,3.54,5.31,17.74
Syria,1988,3.5,1.74,3.47,3.47,5.21,17.39
Syria,1989,3.42,1.67,3.33,3.33,5,16.75
Syria,1990,3.08,1.28,2.57,2.57,3.85,13.35
Syria,1991,5,1.98,3.96,3.96,5.94,20.84
Syria,1992,4,2.5,5,5,7.5,24
Syria,1993,4.67,2.5,5,5,7.5,24.67
Syria,1994,5.5,2.5,5,5,7.5,25.5
Syria,1995,5.08,2.5,5,5,7.5,25.08
Syria,1996,5,2.5,5,5,7.5,25
Syria,1997,7.38,2.3,6.26,4.1,8.4,28.44
Syria,1998,9.38,2.29,8.88,2.88,10.75,34.18
Syria,1999,9.71,1.5,7.5,7.5,12.17,38.38
Syria,2000,9.83,2.5,8.5,7.5,11.5,39.83
Syria,2001,9.92,2.5,8.42,7,12,39.84
Syria,2002,9.5,2.5,7.13,7,11.63,37.76
Syria,2003,9.5,2.5,7.38,6.63,11.63,37.64
Syria,2004,9.25,2.5,7.75,6.5,11.88,37.88
Syria,2005,8.5,2.5,8.5,5.5,12,37
Syria,2006,8.25,1.96,8.75,5.75,11.75,36.46
Syria,2007,7.92,0.5,8.5,6.5,11.08,34.5
Syria,2008,6.88,0.5,8.58,5.58,10.92,32.46
Syria,2009,7.67,0.5,7.58,4.08,10.58,30.41
Syria,2010,8,0.92,8.75,4.33,10.5,32.5
Syria,2011,8,0.5,8,5.42,10.75,32.67
Syria,2012,6.13,0.5,1.75,3.79,9.58,21.75
Syria,2013,3.29,0.5,1.25,2.42,8.79,16.25
Taiwan,1984,8.5,4.17,8.34,8.34,12.5,41.85
Taiwan,1985,9.63,4.06,8.13,8.13,12.19,42.14
Taiwan,1986,10,3.68,7.29,7.29,10.94,39.2
Taiwan,1987,9,4.17,8.34,8.34,12.5,42.35
Taiwan,1988,9,4.06,8.13,8.13,12.19,41.51
Taiwan,1989,9,3.75,7.5,7.5,11.25,39
Taiwan,1990,8.5,3.23,6.46,6.46,9.69,34.34
Taiwan,1991,8.67,2.57,5.14,5.14,7.71,29.23
Taiwan,1992,8.92,2.92,5.83,5.83,8.75,32.25
Taiwan,1993,9.08,2.92,5.83,5.83,8.75,32.41
Taiwan,1994,8.79,2.92,5.83,5.83,8.75,32.12
Taiwan,1995,8.79,2.92,5.83,5.83,8.75,32.12
Taiwan,1996,8.58,2.92,5.83,5.83,8.75,31.91
Taiwan,1997,9.58,3.38,7.43,6.6,10.31,37.3
Taiwan,1998,9.08,3.96,9.29,7.17,12.5,42
Taiwan,1999,10,3.5,8.83,7.54,12.5,42.37
Taiwan,2000,9.79,4,9.92,7.88,12.5,44.09
Taiwan,2001,9.92,4.29,8.21,7.5,12.38,42.3
Taiwan,2002,10,4,7.13,7.5,12.71,41.34
Taiwan,2003,10,4,8.42,6.58,13.92,42.92
Taiwan,2004,10,4,8.92,6.17,14,43.09
Taiwan,2005,10,3.58,8.83,6.67,13.54,42.62
Taiwan,2006,9.88,3.5,8.96,6.54,13.08,41.96
Taiwan,2007,9.5,4,9,6.5,13.5,42.5
Taiwan,2008,9.46,3.5,8.92,6.83,13.63,42.34
Taiwan,2009,9.92,3.5,1.46,5.29,14.75,34.92
Taiwan,2010,9.71,3.5,7.29,5.92,14.63,41.05
Taiwan,2011,9.63,3.5,8.79,6.96,14.08,42.96
Taiwan,2012,10,3.5,7.63,5.58,14,40.71
Taiwan,2013,10,3.5,8,6.58,14.58,42.66
Tanzania,1984,4,1.81,3.61,3.61,5.42,18.45
Tanzania,1985,4,1.67,3.33,3.33,5,17.33
Tanzania,1986,4,1.67,3.33,3.33,5,17.33
Tanzania,1987,4,1.74,3.47,3.47,5.21,17.89
Tanzania,1988,4.04,2.12,4.24,4.24,6.36,21
Tanzania,1989,4,2.36,4.72,4.72,7.08,22.88
Tanzania,1990,4,2.22,4.45,4.45,6.67,21.79
Tanzania,1991,4.08,2.26,4.51,4.51,6.77,22.13
Tanzania,1992,5.33,2.5,5,5,7.5,25.33
Tanzania,1993,5,2.5,5,5,7.5,25
Tanzania,1994,4,2.5,5,5,7.5,24
Tanzania,1995,4.04,2.5,5,5,7.5,24.04
Tanzania,1996,4.38,2.5,5,5,7.5,24.38
Tanzania,1997,5.63,1.74,6.47,6.14,8.04,28.02
Tanzania,1998,6.21,0,9.04,8,8,31.25
Tanzania,1999,7.25,0,8.71,7.83,8.21,32
Tanzania,2000,7.92,0,8.75,7.96,8,32.63
Tanzania,2001,8.5,0,9.5,8,8.5,34.5
Tanzania,2002,8.5,0,9.5,8,8.5,34.5
Tanzania,2003,8.5,0,9.5,8,8.5,34.5
Tanzania,2004,8.33,0,9.5,7.42,8.54,33.79
Tanzania,2005,8,0,9.5,6.5,8.5,32.5
Tanzania,2006,8,0,9.5,6.5,8.5,32.5
Tanzania,2007,8,0,9.96,6.04,9.88,33.88
Tanzania,2008,8,0,10,5.5,7.5,31
Tanzania,2009,7.75,0,8.25,5.5,7.88,29.38
Tanzania,2010,7,0,3.58,5.42,9,25
Tanzania,2011,7.67,0,10,4.33,8.5,30.5
Tanzania,2012,7.5,0,10,4.5,8.5,30.5
Tanzania,2013,7.5,0,10,4.63,8.25,30.38
Thailand,1984,8.5,3.33,6.67,6.67,10,35.17
Thailand,1985,8.17,3.26,6.53,6.53,9.79,34.28
Thailand,1986,8.88,2.6,5.21,5.21,7.81,29.71
Thailand,1987,10,2.5,5,5,7.5,30
Thailand,1988,8.5,2.71,5.42,5.42,8.13,30.18
Thailand,1989,8.29,2.54,5.07,5.07,7.61,28.58
Thailand,1990,7.96,3.16,6.32,6.32,9.48,33.24
Thailand,1991,8.17,2.54,5.07,5.07,7.61,28.46
Thailand,1992,8.21,2.5,5,5,7.5,28.21
Thailand,1993,8.17,2.5,5,5,7.5,28.17
Thailand,1994,8.5,2.5,5,5,7.5,28.5
Thailand,1995,8.46,2.5,5,5,7.5,28.46
Thailand,1996,8.08,2.78,5.63,5.63,8.44,30.56
Thailand,1997,8.17,2.78,6.56,6.22,9.17,32.9
Thailand,1998,7.13,1.54,1.75,6.5,11.92,28.84
Thailand,1999,9.21,0.89,5.58,6.5,14.08,36.26
Thailand,2000,9.83,1.5,9,4.67,13.75,38.75
Thailand,2001,9.38,1.25,7.83,6.5,13.13,38.09
Thailand,2002,9.88,1,7.63,6.5,13.13,38.14
Thailand,2003,9.83,1,8.96,6.5,13.13,39.42
Thailand,2004,9.38,1,10,7.5,13.25,41.13
Thailand,2005,8.71,1,9.46,7.38,12.38,38.93
Thailand,2006,8.71,1,9.21,8.04,10.71,37.67
Thailand,2007,9,1,9,7.25,12,38.25
Thailand,2008,8.46,1,9.13,6.42,12.42,37.43
Thailand,2009,9.42,1,3,5.71,12.83,31.96
Thailand,2010,9.17,1,7.5,5.67,13.5,36.84
Thailand,2011,8.75,1.33,9.5,6.75,13,39.33
Thailand,2012,8.88,1.5,9.38,6.38,11.75,37.89
Thailand,2013,9.13,1.5,9.08,6.5,11.21,37.42
Togo,1984,6.5,2.29,4.58,4.58,6.88,24.83
Togo,1985,6.5,2.5,5,5,7.5,26.5
Togo,1986,6.92,2.5,5,5,7.5,26.92
Togo,1987,7,2.5,5,5,7.5,27
Togo,1988,7,2.5,5,5,7.5,27
Togo,1989,7,2.5,5,5,7.5,27
Togo,1990,9,2.5,5,5,7.5,29
Togo,1991,8.5,2.5,5,5,7.5,28.5
Togo,1992,9.79,2.26,4.51,4.51,6.77,27.84
Togo,1993,6,2.08,4.17,4.17,6.25,22.67
Togo,1994,7.04,1.81,3.61,3.61,5.42,21.49
Togo,1995,4.5,2.36,4.72,4.72,7.08,23.38
Togo,1996,7,2.5,5,5,7.5,27
Togo,1997,7,1.7,6.57,5.24,8.27,28.78
Togo,1998,8.5,0,9.5,5.5,9.79,33.29
Togo,1999,9.63,0,9.13,6.25,10,35.01
Togo,2000,8.75,0,9,6.5,10,34.25
Togo,2001,9.38,0,8.71,5.92,8.54,32.55
Togo,2002,10,0,8.5,5.5,7.5,31.5
Togo,2003,10,0,8.5,5.5,7.5,31.5
Togo,2004,10,0,8.5,6.75,7.75,33
Togo,2005,10,0,8.5,8,8,34.5
Togo,2006,9.54,0,8.5,6.63,8,32.67
Togo,2007,9.46,0,8.5,6.5,8.29,32.75
Togo,2008,8.92,0,8.21,6.5,10.92,34.55
Togo,2009,8.58,0,6.17,6.46,8.63,29.84
Togo,2010,9.5,0,7.63,6,9.63,32.76
Togo,2011,9.5,0,7.5,6,9.5,32.5
Togo,2012,9.54,0,8.25,5.88,9.25,32.92
Togo,2013,9.92,0,9.42,5.08,9,33.42
Trinidad & Tobago,1984,6.63,2.92,5.83,5.83,8.75,29.96
Trinidad & Tobago,1985,5.5,2.92,5.83,5.83,8.75,28.83
Trinidad & Tobago,1986,8,2.47,4.93,4.93,7.4,27.73
Trinidad & Tobago,1987,7.46,2.19,4.38,4.38,6.56,24.97
Trinidad & Tobago,1988,6.5,2.29,4.58,4.58,6.88,24.83
Trinidad & Tobago,1989,6.5,2.5,5,5,7.5,26.5
Trinidad & Tobago,1990,6.46,2.4,4.79,4.79,7.19,25.63
Trinidad & Tobago,1991,5.5,2.6,5.21,5.21,7.81,26.33
Trinidad & Tobago,1992,8,2.85,5.7,5.7,8.54,30.79
Trinidad & Tobago,1993,7.58,2.15,4.31,4.31,6.46,24.81
Trinidad & Tobago,1994,7.25,2.08,4.17,4.17,6.25,23.92
Trinidad & Tobago,1995,7.79,2.33,4.65,4.65,6.98,26.4
Trinidad & Tobago,1996,8.13,2.5,5,5,7.5,28.13
Trinidad & Tobago,1997,8.67,2.6,6.04,6.38,9.48,33.17
Trinidad & Tobago,1998,8.75,2.46,8.92,8.5,12.5,41.13
Trinidad & Tobago,1999,8.25,2.03,8.75,7.75,9.83,36.61
Trinidad & Tobago,2000,8.5,2.5,9,7.5,9.5,37
Trinidad & Tobago,2001,8.5,2.54,8.92,7.5,10.25,37.71
Trinidad & Tobago,2002,8.5,2.96,8.54,7.5,11.58,39.08
Trinidad & Tobago,2003,8.58,3,8.83,7.42,12.96,40.79
Trinidad & Tobago,2004,9,3.04,9,7.46,13,41.5
Trinidad & Tobago,2005,8.71,3.25,9.58,8.38,13.58,43.5
Trinidad & Tobago,2006,8.33,3.13,10,9,14.83,45.29
Trinidad & Tobago,2007,7.67,3,10,9,15,44.67
Trinidad & Tobago,2008,7.63,3,9.96,8.79,15,44.38
Trinidad & Tobago,2009,7.25,2.75,7.42,7.58,15,40
Trinidad & Tobago,2010,7.75,3.04,6.25,4.75,15,36.79
